index	word	Adaptation	Mitigation	Non-climate
12316	richness	0.1169311	0.5805747	0.30249423
12317	aaa	0.113380075	0.5864988	0.30012107
12318	eaccessibility	0.11292583	0.58685356	0.30022058
12319	ordinary	0.11399608	0.5892604	0.29674354
12320	chats	0.1168916	0.59818685	0.28492153
12321	bankhol	0.1128849	0.5771722	0.30994293
12322	hashtag	0.11343548	0.57514477	0.3114198
12323	maria	0.11908873	0.5976821	0.28322917
12324	miller	0.11822797	0.59949833	0.28227374
12325	jonathan	0.11730844	0.5984119	0.28427958
12326	stephens	0.11716926	0.589362	0.2934687
12327	swinson	0.11757099	0.6027707	0.27965832
12328	followings	0.118426874	0.6007062	0.2808669
12329	busy	0.1170249	0.5839977	0.29897735
12330	instagram	0.114348404	0.5729349	0.31271678
12331	goc	0.1143865	0.59334135	0.29227212
12332	journalists	0.112092964	0.58697164	0.30093536
12333	newsroom	0.11398588	0.58560246	0.3004116
12334	broadcast	0.11269093	0.5812161	0.306093
12335	inspired	0.117064714	0.5949905	0.28794482
12336	fitness	0.11672569	0.57749116	0.30578306
12337	spogo	0.119757816	0.60363483	0.27660725
12338	podcasts	0.1182359	0.5910293	0.29073483
12339	messaging	0.11630062	0.5908889	0.29281044
12340	showcasing	0.11406409	0.5769558	0.30898014
12341	lunch	0.11617281	0.5885709	0.2952563
12342	demos	0.115547135	0.5888396	0.29561332
12343	lgbt	0.1147201	0.59495604	0.29032382
12344	homophobia	0.11619395	0.59326047	0.2905456
12345	transphobia	0.11627318	0.59039104	0.2933358
12346	monkey	0.11457581	0.57018733	0.31523684
12347	informationlistening	0.11443553	0.57472044	0.310844
12348	twitters	0.11415749	0.577206	0.30863652
12349	viral	0.113993265	0.58007425	0.3059325
12350	olympics	0.11866739	0.5964338	0.28489876
12351	tenets	0.119907886	0.60223883	0.27785328
12352	centricity	0.11852306	0.6033651	0.27811185
12353	echoed	0.11943309	0.60598135	0.27458552
12354	tactic	0.12012891	0.6052526	0.27461848
12355	excite	0.119490705	0.6050999	0.27540934
12356	gallery	0.11497478	0.5821398	0.30288544
12357	bumpy	0.1183073	0.60034496	0.2813477
12358	newspaper	0.11229586	0.5707416	0.31696257
12359	brightsolid	0.11409902	0.58025783	0.3056432
12360	titles	0.11583684	0.5816771	0.3024861
12361	footnoted	0.11394058	0.5876984	0.29836112
12362	discontinuity	0.11351228	0.5859879	0.30049983
12363	fluency	0.11344156	0.5741394	0.31241906
12364	stonehenge	0.11261229	0.57104564	0.31634203
12365	bfi	0.114386246	0.5823442	0.30326957
12366	films	0.11629414	0.5797509	0.30395505
12367	broadcasting	0.1145997	0.58943284	0.29596743
12368	dmcs	0.11710566	0.5909455	0.29194885
12369	distribute	0.1195758	0.5982914	0.28213277
12370	hugely	0.11619936	0.5879362	0.2958645
12371	viewer	0.1193248	0.59964216	0.28103307
12372	viewers	0.11785844	0.6017876	0.28035387
12373	redefining	0.11611854	0.59239674	0.29148468
12374	fundraising	0.11778664	0.59291065	0.28930274
12375	crowdfunding	0.11899199	0.6046046	0.27640343
12376	fundraiser	0.120294936	0.6034975	0.27620757
12377	personalise	0.1168759	0.5970619	0.2860622
12378	democratise	0.119050615	0.6030742	0.2778751
12379	wikipedia	0.114890106	0.56967115	0.31543875
12380	donated	0.11545775	0.5785516	0.3059906
12381	checkouts	0.11536647	0.5777465	0.30688706
12382	smartly	0.11409123	0.5825258	0.30338296
12383	paperless	0.11707141	0.6002843	0.2826443
12384	payslips	0.11659693	0.5974954	0.28590772
12385	filmed	0.11570718	0.59773767	0.2865552
12386	uploaded	0.11628937	0.5991514	0.28455928
12387	intranet	0.11093933	0.5756758	0.3133849
12388	complacent	0.116162285	0.58617556	0.2976621
12389	redevelop	0.11752745	0.5981735	0.2842991
12390	desking	0.11923928	0.5971999	0.2835608
12391	masterclasses	0.1148721	0.57621616	0.30891174
12392	masterclass	0.118672706	0.60238194	0.27894533
12393	deployments	0.11487968	0.58602077	0.29909962
12394	alb	0.1174042	0.5951309	0.28746492
12395	appointees	0.117669344	0.59435844	0.2879722
12396	advertise	0.11315964	0.5715779	0.31526247
12397	delta	0.114060245	0.5927691	0.2931707
12398	lean	0.114061914	0.5905588	0.2953793
12399	lots	0.1150924	0.5875405	0.2973672
12400	offerings	0.10843302	0.5742191	0.31734785
12401	turnaround	0.11602457	0.5998498	0.28412566
12402	pqs	0.118261844	0.6063794	0.2753587
12403	workloads	0.11200948	0.5780663	0.3099243
12404	topical	0.11868379	0.593089	0.28822723
12405	reply	0.11584216	0.5879724	0.29618546
12406	vacancies	0.11405774	0.5794643	0.30647793
12407	embraced	0.117723696	0.59432304	0.28795335
12408	excited	0.11742688	0.601252	0.28132114
12409	cooperating	0.11699038	0.579462	0.30354762
12410	gambling	0.110473365	0.57314736	0.3163792
12411	advancements	0.11287449	0.59021276	0.29691267
12412	licenced	0.11177414	0.5969999	0.29122603
12413	concert	0.11767873	0.59107316	0.2912482
12414	iphone	0.12064374	0.60275954	0.27659667
12415	android	0.12011902	0.6037002	0.27618083
12416	uneven	0.1183412	0.60886544	0.27279332
12417	analogy	0.11890565	0.6046615	0.27643293
12418	fluent	0.1164462	0.5950304	0.28852335
12419	structuring	0.11479126	0.5854693	0.29973948
12420	info	0.115371905	0.5881629	0.2964652
12421	familiarity	0.110507675	0.589775	0.2997173
12422	bedded	0.1179248	0.5840471	0.2980281
12423	copied	0.11797099	0.5964586	0.28557032
12424	kicked	0.11492113	0.57716125	0.30791768
12425	finest	0.11893441	0.5849517	0.29611388
12426	newspapers	0.113063805	0.5717455	0.3151906
12427	colindale	0.11345852	0.5851029	0.30143863
12428	genealogy	0.11517358	0.5969314	0.28789496
12429	politics	0.11240655	0.59026825	0.2973252
12430	microfilm	0.11604541	0.5981041	0.28585047
12431	necessitating	0.11538488	0.5997147	0.28490034
12432	compromised	0.11385617	0.5826505	0.3034933
12433	preservation	0.1138695	0.57011163	0.3160188
12434	domain	0.11450547	0.5912311	0.29426348
12435	thomson	0.11590823	0.5875002	0.29659152
12436	findmypastcouk	0.11482581	0.58771765	0.29745656
12437	genesreunitedcouk	0.115124874	0.5893376	0.2955375
12438	microsoft	0.11714774	0.58822405	0.29462814
12439	brightsolids	0.116634265	0.59095937	0.29240635
12440	digitises	0.11721972	0.58654195	0.2962384
12441	staffing	0.1137324	0.57637227	0.3098954
12442	librarys	0.11637669	0.5714975	0.31212583
12443	readers	0.11579294	0.60453594	0.27967107
12444	subscription	0.11654672	0.60317445	0.2802788
12445	downloads	0.11226315	0.57995063	0.30778626
12446	printed	0.118810706	0.5996488	0.28154054
12447	easyread	0.11760601	0.5946561	0.28773794
12448	pdf	0.11834483	0.5937508	0.28790447
12449	fulfilment	0.11016515	0.57672125	0.31311363
12450	speak	0.112343065	0.57866466	0.30899227
12451	hrp	0.11316101	0.56612694	0.32071203
12452	trustees	0.114845194	0.5810498	0.30410504
12453	palaces	0.11395035	0.56886405	0.31718555
12454	apps	0.11213372	0.56719095	0.32067537
12455	dimensional	0.113124706	0.5853493	0.30152595
12456	loved	0.116846986	0.5831652	0.29998782
12457	spearheaded	0.117691435	0.5818575	0.300451
12458	icon	0.11416674	0.5879853	0.29784808
12459	deserves	0.11375252	0.586732	0.29951552
12460	bookedonline	0.11503722	0.59193206	0.2930308
12461	ticketing	0.11269234	0.5732636	0.3140441
12462	magazine	0.11420984	0.59154385	0.2942463
12463	cinemas	0.1178816	0.58865976	0.29345858
12464	festivals	0.116967015	0.59001017	0.29302272
12465	memorial	0.11670728	0.5755526	0.30774015
12466	distributor	0.11888452	0.59548575	0.2856298
12467	churches	0.116547264	0.58964354	0.29380924
12468	horserace	0.11445953	0.5811033	0.3044372
12469	betting	0.11331074	0.58387536	0.3028139
12470	doping	0.11786411	0.58931917	0.29281673
12471	theatres	0.1138519	0.57710046	0.3090476
12472	treasure	0.114435844	0.5783489	0.30721533
12473	vigorously	0.121507615	0.62170506	0.25678733
12474	relentless	0.12250843	0.6246169	0.25287464
12475	terrorists	0.1215646	0.6224975	0.2559378
12476	illegality	0.12270994	0.62413764	0.25315243
12477	mossack	0.12189775	0.62281	0.25529227
12478	fonseca	0.12227869	0.6220369	0.25568435
12479	troubling	0.119456105	0.60967404	0.27086982
12480	supervisors	0.11577011	0.59346807	0.2907618
12481	jmlit	0.122011304	0.62232304	0.25566566
12482	corruption	0.12261675	0.6247309	0.25265238
12483	secrecy	0.12256154	0.62227553	0.25516292
12484	suspicious	0.120966844	0.62445337	0.25457975
12485	sars	0.12182737	0.6234334	0.25473928
12486	specialisms	0.117422685	0.5927601	0.28981715
12487	upskill	0.12044551	0.61042523	0.26912928
12488	confiscation	0.12254778	0.6219575	0.25549468
12489	prosecutor	0.12190944	0.6236838	0.2544068
12490	isil	0.12295657	0.6220539	0.2549895
12491	degrade	0.122059986	0.62446487	0.2534751
12492	daesh	0.122882985	0.62482166	0.25229543
12493	abused	0.122446425	0.6225835	0.25497007
12494	grand	0.11063994	0.5717348	0.31762528
12495	nss	0.12246356	0.6223599	0.25517648
12496	sdsr	0.12268776	0.6234156	0.25389662
12497	deprives	0.12311647	0.62174493	0.25513867
12498	bribery	0.12181246	0.6243935	0.25379404
12499	crimes	0.12310647	0.62027186	0.25662166
12500	laundered	0.12196073	0.62395823	0.25408104
12501	fight	0.12242068	0.62299	0.25458923
12502	distract	0.12328053	0.6216418	0.25507766
12503	contest	0.12246157	0.62327015	0.2542683
12504	terroris	0.12205256	0.6228197	0.25512776
12505	extremists	0.12145151	0.6260668	0.25248173
12506	terrori	0.12126787	0.627258	0.25147408
12507	hostile	0.122240245	0.62623954	0.25152022
12508	evade	0.12162775	0.6240882	0.254284
12509	existed	0.1156382	0.59736997	0.28699183
12510	launderers	0.12244885	0.6216989	0.25585222
12511	spotting	0.11840052	0.6019028	0.27969676
12512	dissuade	0.12168597	0.622246	0.25606805
12513	prosecutorial	0.12260321	0.62246215	0.2549346
12514	endeavour	0.121529765	0.62262994	0.25584027
12515	interpol	0.122834526	0.6218447	0.25532085
12516	fatf	0.122851044	0.62098324	0.2561657
12517	attacking	0.12344342	0.6223062	0.25425038
12518	candid	0.12213325	0.620874	0.2569928
12519	tcsps	0.121286385	0.624269	0.25444463
12520	controllers	0.12233095	0.62327397	0.25439507
12521	msbs	0.12160198	0.6230293	0.2553687
12522	couriering	0.122586675	0.6201479	0.25726548
12523	bankers	0.121193685	0.62546015	0.25334615
12524	bba	0.12328626	0.6208719	0.2558419
12525	poca	0.122729	0.6236008	0.25367022
12526	sar	0.12296636	0.6208181	0.25621557
12527	ukfiu	0.12229021	0.62331825	0.25439152
12528	reactively	0.12253157	0.6240436	0.25342485
12529	legitimate	0.11073739	0.5757586	0.31350407
12530	ticking	0.12246623	0.6222015	0.25533226
12531	reporters	0.1222488	0.6230267	0.25472453
12532	suspicion	0.12129933	0.624124	0.25457665
12533	suspicions	0.12389305	0.62003845	0.25606844
12534	gateways	0.12201178	0.6250748	0.25291342
12535	fulfill	0.12171796	0.62641233	0.2518697
12536	immunity	0.1221741	0.62408864	0.25373718
12537	terminate	0.12169422	0.6240157	0.25429
12538	oblige	0.12220201	0.6218036	0.25599438
12539	nearing	0.12302417	0.62367606	0.25329977
12540	reporter	0.1214857	0.6253833	0.253131
12541	avail	0.122108094	0.62225705	0.25563484
12542	fiu	0.12333433	0.6227468	0.25391886
12543	patriot	0.119715154	0.6263517	0.25393313
12544	fca	0.12273033	0.6238938	0.25337583
12545	hmrc	0.114117466	0.5891287	0.29675385
12546	tactical	0.12292415	0.6211914	0.25588447
12547	arrests	0.12185442	0.6230636	0.25508198
12548	restraint	0.11293741	0.57388055	0.3131821
12549	devote	0.12192454	0.6237145	0.2543609
12550	launder	0.12331774	0.62125313	0.25542915
12551	militates	0.123241164	0.6236168	0.25314206
12552	lawfully	0.12245281	0.6215565	0.2559907
12553	solicitors	0.12196162	0.6222751	0.25576323
12554	accountants	0.12123015	0.62382543	0.25494444
12555	wittingly	0.12203018	0.62508005	0.2528897
12556	unwittingly	0.12292596	0.62386173	0.25321227
12557	marshalled	0.12312081	0.61873376	0.2581454
12558	panamanian	0.12226658	0.6225451	0.25518832
12559	predicate	0.1237216	0.6207409	0.2555375
12560	dealers	0.12112317	0.6253016	0.25357518
12561	currencies	0.12141375	0.6223793	0.25620693
12562	perimeter	0.10892972	0.5941817	0.2968886
12563	wallet	0.122986645	0.6210009	0.25601244
12564	embryonic	0.12242035	0.6203514	0.25722826
12565	fraud	0.11554278	0.58420044	0.30025673
12566	sfo	0.12141141	0.62454224	0.25404626
12567	disguised	0.12164505	0.62314665	0.25520828
12568	secretarys	0.122513436	0.62544644	0.25204012
12569	pccs	0.12186382	0.62088746	0.25724876
12570	spr	0.12233216	0.6225201	0.2551477
12571	constables	0.12237808	0.6231023	0.2545196
12572	rarts	0.12205814	0.6223977	0.2555442
12573	rocus	0.12260576	0.6229748	0.25441945
12574	aris	0.1223946	0.6233931	0.25421223
12575	specialised	0.11402574	0.59663266	0.2893416
12576	forfeit	0.11847138	0.6056486	0.2758801
12577	pocas	0.12152898	0.62502736	0.25344363
12578	unexplained	0.120585166	0.61370945	0.26570538
12579	uwos	0.12173422	0.6231123	0.25515342
12580	uwo	0.12132437	0.62438303	0.2542926
12581	defendant	0.12272459	0.62209255	0.25518286
12582	forfeiture	0.11392028	0.5947181	0.2913617
12583	enrichment	0.11140693	0.56166726	0.32692587
12584	uncac	0.121671416	0.6225386	0.25579002
12585	entity	0.122435786	0.62284863	0.25471565
12586	riskiest	0.12264379	0.6208274	0.25652888
12587	prosecutors	0.12161206	0.62354463	0.25484326
12588	false	0.12031065	0.6098107	0.2698786
12589	magistrates	0.12176975	0.62272286	0.25550744
12590	administratively	0.12302889	0.6217822	0.25518894
12591	forfeitures	0.121717	0.622177	0.256106
12592	uncontested	0.12243521	0.622234	0.2553309
12593	moveable	0.12244609	0.62173724	0.25581667
12594	jewellery	0.12261642	0.6214744	0.25590912
12595	prohibitions	0.12235877	0.6255558	0.25208545
12596	imprisonment	0.12235714	0.6251154	0.2525275
12597	deferred	0.11674252	0.600091	0.2831665
12598	ntfiu	0.123485856	0.62206626	0.2544478
12599	ctus	0.12315259	0.62245184	0.25439557
12600	loopholes	0.122699454	0.622653	0.25464752
12601	needless	0.122464746	0.6223138	0.2552215
12602	amlctf	0.12273866	0.6225922	0.2546692
12603	inconsistencies	0.12106372	0.6103644	0.26857194
12604	cumbersome	0.12155284	0.62566924	0.25277787
12605	confusing	0.11378369	0.5772803	0.308936
12606	complicit	0.123392224	0.62012696	0.25648078
12607	negligent	0.12273599	0.6209026	0.25636137
12608	hiding	0.12258901	0.6205638	0.2568472
12609	veneer	0.12208315	0.6241757	0.2537411
12610	hawala	0.12202343	0.6252829	0.2526937
12611	remittances	0.12184981	0.6248572	0.25329307
12612	msb	0.12310883	0.62158984	0.2553013
12613	disqualify	0.12311321	0.62144077	0.255446
12614	trustee	0.11369573	0.57426065	0.31204358
12615	peps	0.121421516	0.6259253	0.2526532
12616	criminality	0.12104863	0.58394396	0.2950074
12617	supervisor	0.12013306	0.6110407	0.26882628
12618	disqualification	0.11202393	0.56999546	0.3179806
12619	dissuasive	0.12233091	0.62090683	0.25676224
12620	criticised	0.11716713	0.59678394	0.28604895
12621	corrupt	0.121793434	0.624155	0.25405154
12622	unlawfully	0.12245534	0.6220511	0.25549355
12623	unlawful	0.123241164	0.62132716	0.25543165
12624	conducive	0.12241701	0.6218381	0.2557449
12625	subjected	0.12201305	0.62206036	0.2559267
12626	decembers	0.12227831	0.62270087	0.2550209
12627	siphoned	0.12185336	0.6244415	0.2537051
12628	investigators	0.12193456	0.62330097	0.2547645
12629	denomination	0.12143398	0.6248732	0.2536928
12630	looted	0.12276924	0.623036	0.2541947
12631	mer	0.12341772	0.6211286	0.25545362
12632	possession	0.11647257	0.5977811	0.2857463
12633	enrich	0.11708294	0.5986248	0.2842923
12634	seizure	0.11405228	0.59620696	0.2897408
12635	forfeited	0.12248721	0.62417024	0.2533426
12636	hear	0.119067594	0.60896856	0.27196386
12637	foia	0.12302969	0.62541974	0.2515506
12638	dpa	0.12214305	0.62376493	0.254092
12639	dissipation	0.12270877	0.6210728	0.2562184
12640	lawyers	0.1218968	0.62305653	0.25504673
12641	phrasing	0.12127472	0.62205994	0.25666532
12642	defensive	0.12273745	0.62375075	0.25351173
12643	detracts	0.12274122	0.6219368	0.2553219
12644	detecting	0.11379692	0.5876521	0.2985509
12645	minimus	0.12170014	0.62330425	0.25499555
12646	guesswork	0.12260628	0.62190604	0.25548774
12647	nfib	0.12294625	0.62085813	0.25619566
12648	noticing	0.12197832	0.6240977	0.25392407
12649	deliberate	0.117639855	0.59790087	0.28445926
12650	abetting	0.121245265	0.62355524	0.25519946
12651	convicted	0.122973144	0.62371117	0.25331578
12652	talked	0.11760474	0.5981977	0.28419763
12653	cifas	0.123855375	0.6223459	0.25379875
12654	style	0.11501965	0.5811008	0.30387947
12655	aml	0.12258808	0.6242521	0.25315985
12656	cleared	0.115538575	0.59877837	0.28568307
12657	mlros	0.122068495	0.62192816	0.25600332
12658	interrogation	0.12366715	0.62282133	0.2535115
12659	moratorium	0.12305147	0.62169564	0.2552529
12660	extendable	0.12234176	0.62507397	0.25258422
12661	spanish	0.12250172	0.6218668	0.25563148
12662	disseminations	0.12248687	0.62151116	0.25600207
12663	cft	0.12180214	0.6235759	0.25462195
12664	ill	0.11200633	0.574513	0.31348073
12665	gotten	0.12214377	0.6220418	0.2558144
12666	amlcft	0.12304459	0.6240933	0.25286204
12667	upholding	0.12255216	0.62053543	0.25691232
12668	mltf	0.12291623	0.6198711	0.2572127
12669	inconsistent	0.11600169	0.57604855	0.3079497
12670	combatting	0.1215332	0.62098104	0.25748575
12671	viewing	0.11716859	0.60300416	0.27982727
12672	neglected	0.122517824	0.6225607	0.2549215
12673	reallocation	0.12197554	0.6224899	0.25553456
12674	answerable	0.12311897	0.62122446	0.25565657
12675	instigated	0.122093044	0.62313324	0.2547737
12676	amlsf	0.12216004	0.62570727	0.25213268
12677	mlac	0.122799695	0.62411785	0.25308248
12678	supervising	0.11405296	0.5793585	0.3065885
12679	instigate	0.122556604	0.6247632	0.25268024
12680	compel	0.12224584	0.62326133	0.2544928
12681	revoke	0.12106049	0.6244722	0.2544673
12682	breach	0.12206493	0.62493175	0.25300327
12683	sanctioned	0.12174572	0.6206604	0.25759387
12684	naming	0.122902356	0.6203688	0.25672883
12685	shaming	0.12270977	0.62545043	0.25183976
12686	constituted	0.119157	0.6128114	0.26803157
12687	operationally	0.12272549	0.6236638	0.2536107
12688	instil	0.12181462	0.6245579	0.25362742
12689	prosecuted	0.121964104	0.62373245	0.25430343
12690	revocation	0.11968634	0.6042156	0.276098
12691	harmonise	0.12303279	0.62091494	0.25605232
12692	scalable	0.122393824	0.62403166	0.2535745
12693	declarations	0.12257886	0.6251936	0.25222757
12694	deregister	0.12292793	0.62018865	0.25688347
12695	deregistered	0.1219667	0.62314206	0.25489116
12696	alternate	0.121741705	0.6208328	0.2574255
12697	principals	0.122232884	0.6217758	0.25599134
12698	bulletins	0.122797385	0.6224545	0.25474805
12699	utrecht	0.12222976	0.6207792	0.25699106
12700	clementis	0.12173371	0.62131286	0.25695342
12701	conveyancers	0.1216744	0.624481	0.2538446
12702	clementi	0.12167373	0.6267658	0.25156045
12703	jargon	0.1212234	0.6247093	0.25406724
12704	laden	0.121842824	0.6240874	0.25406983
12705	complained	0.120630704	0.62403476	0.25533453
12706	jmlsg	0.12204551	0.6223697	0.25558484
12707	unsure	0.11733492	0.5908572	0.29180783
12708	consolidation	0.11669834	0.580542	0.3027596
12709	fcas	0.12256741	0.6260365	0.25139606
12710	scourge	0.12188988	0.6272416	0.25086853
12711	openly	0.110402696	0.5770215	0.31257573
12712	treasurys	0.12223657	0.6246646	0.25309885
12713	evading	0.12271188	0.6247028	0.25258532
12714	fin	0.12198755	0.6250437	0.25296876
12715	requisites	0.12263793	0.62100613	0.25635597
12716	appended	0.122299865	0.6225862	0.255114
12717	hvds	0.12051961	0.6211714	0.25830895
12718	disguise	0.12111274	0.62597966	0.25290757
12719	egregious	0.12205229	0.6230861	0.2548616
12720	dive	0.1231757	0.62226266	0.25456157
12721	samlp	0.12266189	0.62255234	0.25478578
12722	contends	0.12243618	0.6224775	0.25508633
12723	erroneously	0.12161806	0.6247171	0.2536648
12724	organically	0.1230943	0.6207908	0.2561149
12725	horse	0.11614083	0.5898631	0.29399607
12726	swa	0.12189792	0.6227359	0.2553662
12727	ruleslaws	0.12127052	0.624805	0.25392446
12728	referralsenquiries	0.122429214	0.6223605	0.25521028
12729	bsl	0.12160452	0.6246633	0.25373217
12730	subtitles	0.11661171	0.5993891	0.28399915
12731	uire	0.12177318	0.6236669	0.2545599
12732	outdated	0.115370296	0.5897873	0.2948424
12733	resonates	0.12239874	0.6191181	0.25848314
12734	incredible	0.11742673	0.5872759	0.29529735
12735	capping	0.12089816	0.6231721	0.25592983
12736	impairments	0.120258145	0.5709261	0.30881578
12737	prosper	0.115198724	0.5750755	0.30972582
12738	amazing	0.12231985	0.6219252	0.255755
12739	clips	0.11355278	0.5858934	0.3005539
12740	youtube	0.113956414	0.57614535	0.30989823
12741	candidly	0.12333802	0.62042487	0.25623706
12742	theyve	0.117047824	0.5924225	0.29052967
12743	ntulila	0.12116147	0.6240441	0.2547944
12744	politician	0.122448355	0.62265927	0.25489244
12745	pretty	0.12310844	0.62214154	0.25475
12746	rocketed	0.12134632	0.6230655	0.2555881
12747	dominic	0.12209828	0.6227892	0.25511253
12748	assistant	0.11482895	0.5923211	0.29285
12749	medals	0.12206065	0.62206393	0.2558754
12750	dreams	0.12366887	0.62232625	0.2540049
12751	convincing	0.11287295	0.5969286	0.2901985
12752	enjoyable	0.12182727	0.6249526	0.25322008
12753	resettle	0.1215462	0.62262785	0.2558259
12754	dpulos	0.12333133	0.6218397	0.2548289
12755	enthusiastic	0.11993862	0.60431373	0.27574763
12756	customise	0.12182541	0.6225654	0.25560924
12757	wallets	0.1213264	0.62292236	0.25575113
12758	dpulo	0.12273148	0.62034	0.25692853
12759	adams	0.12236337	0.62449884	0.25313783
12760	paralympian	0.12195585	0.62368524	0.25435892
12761	medallist	0.12197821	0.6216002	0.25642154
12762	sophie	0.12200659	0.62214816	0.25584525
12763	christiansen	0.122786075	0.6227352	0.25447872
12764	aspire	0.1152994	0.5736147	0.31108588
12765	volunteering	0.114121154	0.5652864	0.3205924
12766	lifelong	0.11858232	0.6050293	0.2763884
12767	impairment	0.11455832	0.5838376	0.30160403
12768	pointers	0.12258725	0.62374914	0.25366363
12769	barry	0.12228996	0.622824	0.25488603
12770	ginley	0.122517794	0.6215755	0.2559067
12771	speaks	0.1192037	0.5973686	0.28342766
12772	rnibs	0.12223627	0.62219954	0.25556415
12773	discovering	0.11899013	0.5906153	0.2903946
12774	venues	0.11589604	0.58674794	0.29735607
12775	taste	0.12347731	0.6225107	0.25401202
12776	dla	0.122422345	0.6231367	0.254441
12777	sayce	0.12025463	0.62543356	0.2543119
12778	personalisation	0.12237636	0.6240056	0.253618
12779	whizz	0.12355026	0.62423605	0.25221372
12780	kidz	0.12164914	0.6224876	0.2558633
12781	wheelchairs	0.12201354	0.62333786	0.25464863
12782	transforms	0.12378864	0.621562	0.25464943
12783	williams	0.12126726	0.62544227	0.2532904
12784	cotton	0.12241341	0.6224427	0.25514388
12785	sister	0.12131436	0.6225019	0.25618368
12786	ball	0.12114802	0.6235509	0.25530112
12787	mum	0.118534766	0.6036067	0.2778585
12788	conversation	0.11792861	0.59239376	0.28967762
12789	therapist	0.12358176	0.6240036	0.25241464
12790	liked	0.121129915	0.62341696	0.2554532
12791	hobbies	0.11635366	0.5959842	0.2876621
12792	morris	0.12328675	0.6210979	0.25561532
12793	perry	0.121390104	0.6228433	0.25576654
12794	coroner	0.1229399	0.62314886	0.25391126
12795	polar	0.112405166	0.57875186	0.30884293
12796	battling	0.12209718	0.6242828	0.2536201
12797	thankfully	0.11958223	0.60740536	0.27301237
12798	fearing	0.12160533	0.62618065	0.25221393
12799	gsce	0.12155589	0.62325054	0.25519356
12800	cinema	0.11266844	0.5836436	0.30368796
12801	acquaintances	0.12265512	0.6221108	0.25523412
12802	vidar	0.121411815	0.62635237	0.2522359
12803	theirpotential	0.12170374	0.624017	0.25427932
12804	andmembers	0.12153467	0.62485796	0.25360733
12805	johnston	0.11552071	0.5959304	0.2885489
12806	kathryn	0.11618865	0.5938803	0.28993103
12807	laing	0.116127394	0.5924559	0.2914167
12808	brant	0.1161475	0.5948508	0.28900176
12809	jack	0.115834065	0.5929507	0.2912152
12810	feintuck	0.115429945	0.59567946	0.2888906
12811	jodie	0.11667861	0.59083664	0.29248473
12812	soodeen	0.11580678	0.59438276	0.28981048
12813	claire	0.116254106	0.59172505	0.29202083
12814	battersby	0.11662932	0.592573	0.2907977
12815	gene	0.11481785	0.5958666	0.28931555
12816	catherine	0.11624708	0.5923372	0.29141578
12817	olsen	0.11565766	0.5937985	0.29054376
12818	saaler	0.1158326	0.59237903	0.2917884
12819	sanctuary	0.112884216	0.5853617	0.30175403
12820	morning	0.11840344	0.6039402	0.27765635
12821	warmly	0.118425205	0.59754956	0.28402525
12822	condemn	0.12034464	0.60735506	0.2723004
12823	aptitude	0.119882315	0.60299665	0.277121
12824	hallmarks	0.115037836	0.60017914	0.28478298
12825	meritocratic	0.116220154	0.598667	0.28511283
12826	gulf	0.116348	0.59716094	0.28649113
12827	counsel	0.115809076	0.5970071	0.28718385
12828	despair	0.11464453	0.59673613	0.28861928
12829	yardstick	0.11558914	0.6004885	0.28392237
12830	cynicism	0.11658563	0.5931621	0.29025227
12831	workless	0.11341858	0.57435745	0.31222394
12832	youngsters	0.11273326	0.57651514	0.31075162
12833	holy	0.11914769	0.5953929	0.28545946
12834	grail	0.11878507	0.5935195	0.28769538
12835	educators	0.11302521	0.58202946	0.30494526
12836	expose	0.1149021	0.5805854	0.3045124
12837	1979	0.1132093	0.5969687	0.28982195
12838	affords	0.1198197	0.61237454	0.26780576
12839	echo	0.11729868	0.5973258	0.28537557
12840	remarkably	0.12054168	0.61276156	0.26669678
12841	judges	0.11866674	0.59932375	0.28200957
12842	armed	0.12073608	0.61177593	0.267488
12843	attended	0.11605757	0.58407056	0.2998719
12844	echelons	0.11972653	0.61436343	0.26590997
12845	elite	0.1147786	0.58345985	0.3017616
12846	sec	0.11397416	0.57763505	0.30839077
12847	elitist	0.11348585	0.5878727	0.29864153
12848	than	0.117681034	0.603604	0.27871495
12849	amplified	0.11476341	0.5913052	0.29393137
12850	northsouth	0.11980209	0.61454326	0.26565468
12851	tip	0.11862576	0.6057126	0.27566165
12852	iceberg	0.12017434	0.61304647	0.26677918
12853	fissures	0.11998827	0.61001706	0.26999474
12854	albans	0.11918519	0.6039254	0.27688935
12855	surprisingly	0.11984062	0.6116776	0.26848176
12856	gender	0.11258505	0.5723453	0.31506962
12857	ethnicity	0.11430895	0.5773634	0.30832773
12858	boys	0.115183145	0.5843679	0.30044898
12859	caribbean	0.11495242	0.5930976	0.29194996
12860	ours	0.11511256	0.584276	0.3006114
12861	countless	0.11996639	0.6099019	0.27013168
12862	odds	0.11534769	0.5828536	0.30179864
12863	swim	0.118797794	0.6149855	0.2662167
12864	fortunate	0.11924885	0.6003973	0.28035384
12865	marginally	0.119543284	0.61264724	0.26780945
12866	sfr	0.113982834	0.58932334	0.29669377
12867	inequality	0.11443371	0.5711888	0.31437746
12868	threefold	0.114090845	0.58938724	0.2965219
12869	echoes	0.1143951	0.5934579	0.2921471
12870	inflection	0.12050707	0.5958332	0.28365976
12871	rhetoric	0.115685605	0.58727807	0.29703635
12872	fives	0.12019429	0.61225986	0.2675458
